,Start Time
932,2023-06-16 03:15:36
933,2023-06-16 02:54:15
934,2023-06-16 02:33:04
935,2023-06-16 02:11:42
936,2023-06-16 01:50:27
937,2023-06-16 01:29:06
938,2023-06-16 01:07:35
939,2023-06-16 00:45:51
940,2023-06-16 00:22:25
941,2023-06-16 00:00:49
942,2023-06-15 23:39:18
943,2023-06-15 23:17:54
944,2023-06-15 22:56:23
945,2023-06-15 22:34:56
946,2023-06-15 14:40:37
947,2023-06-15 13:47:33
948,2023-06-15 13:27:58
949,2023-06-15 13:09:21
950,2023-06-14 19:19:52
951,2023-06-14 18:48:46
952,2023-06-14 16:16:13
953,2023-06-14 15:49:20
954,2023-06-14 15:21:36
955,2023-06-14 14:47:09
956,2023-06-14 14:10:47
957,2023-06-14 13:31:15
958,2023-06-14 12:38:30
959,2023-06-12 19:06:14
960,2023-06-10 07:05:06
961,2023-06-10 07:03:01
962,2023-06-10 06:34:06
963,2023-06-09 23:22:18
964,2023-06-09 22:15:40
965,2023-06-09 21:17:27
966,2023-06-09 19:54:25
967,2023-06-09 19:42:38
968,2023-06-09 18:45:28
969,2023-06-09 17:41:40
970,2023-06-09 16:39:13
971,2023-06-09 15:37:58
972,2023-06-09 15:01:34
973,2023-06-09 14:02:03
974,2023-06-09 12:59:28
975,2023-06-09 12:58:11
976,2023-06-09 02:45:36
977,2023-06-09 02:24:48
978,2023-06-09 02:06:25
979,2023-06-09 01:46:44
980,2023-06-09 01:26:17
981,2023-06-09 01:05:56
982,2023-06-09 00:47:07
983,2023-06-09 00:25:19
984,2023-06-09 00:05:37
985,2023-06-08 23:47:05
986,2023-06-08 23:27:08
987,2023-06-08 23:08:42
988,2023-06-08 22:49:47
989,2023-06-08 22:29:14
990,2023-06-08 22:11:06
991,2023-06-08 21:51:53
992,2023-06-08 21:32:49
993,2023-06-08 21:12:56
994,2023-06-08 20:54:05
995,2023-06-08 20:35:16
996,2023-06-08 20:16:55
997,2023-06-08 19:55:30
998,2023-06-08 19:33:42
999,2023-06-08 19:30:48
1000,2023-06-06 06:53:29
1001,2023-06-06 00:17:43
1002,2023-06-05 23:59:42
1003,2023-06-05 23:41:10
1004,2023-06-05 23:22:05
1005,2023-06-05 23:03:33
1006,2023-06-05 22:44:56
1007,2023-06-05 22:25:28
1008,2023-06-05 22:06:21
1009,2023-06-05 21:47:01
1010,2023-06-05 21:27:03
1011,2023-06-05 21:00:31
1012,2023-06-05 20:43:38
1013,2023-06-05 01:18:25
1014,2023-06-04 23:11:50
1015,2023-06-04 22:52:50
1016,2023-06-04 22:33:13
1017,2023-06-04 22:11:42
1018,2023-06-04 21:52:03
1019,2023-06-04 21:15:50
1020,2023-06-04 20:48:38
1021,2023-05-31 18:05:51
1022,2023-05-31 18:00:00
1023,2023-05-31 17:59:07
1024,2023-05-31 15:43:16
1025,2023-05-31 14:32:53
1026,2023-05-31 13:56:33
1027,2023-05-31 13:24:22
1028,2023-05-31 12:45:06
1029,2023-05-31 12:37:10
1030,2023-05-30 15:00:30
1031,2023-05-30 14:35:35
1032,2023-05-29 13:46:09
1033,2023-05-29 12:38:49
1034,2023-05-29 12:06:05
1035,2023-05-29 11:33:49
1036,2023-05-29 10:59:15
1037,2023-05-29 10:33:33
1038,2023-05-29 10:03:21
1039,2023-05-29 09:35:41
1040,2023-05-28 20:00:44
1041,2023-05-28 19:27:18
1042,2023-05-28 18:41:35
1043,2023-05-28 15:32:24
1044,2023-05-28 14:40:23
1045,2023-05-28 13:54:03
1046,2023-05-28 12:49:54
1047,2023-05-28 12:05:02
1048,2023-05-28 11:19:14
1049,2023-05-28 10:33:31
1050,2023-05-28 09:50:38
1051,2023-05-28 08:55:37
1052,2023-05-28 08:31:49
1053,2023-05-28 07:38:54
1054,2023-05-28 07:37:01
1055,2023-05-28 07:24:31
1056,2023-05-28 06:29:10
1057,2023-05-28 06:26:53
1058,2023-05-27 19:52:13
1059,2023-05-27 19:21:10
1060,2023-05-27 18:49:56
1061,2023-05-27 18:09:37
1062,2023-05-27 17:22:34
1063,2023-05-27 16:22:53
1064,2023-05-26 18:11:03
1065,2023-05-26 17:36:08
1066,2023-05-26 16:55:38
1067,2023-05-20 20:31:48
1068,2023-05-20 19:41:38
1069,2023-05-20 18:53:43
1070,2023-05-20 18:10:03
1071,2023-05-20 17:45:20
1072,2023-05-20 17:44:01
1073,2023-05-20 16:40:03
1074,2023-05-20 15:56:17
1075,2023-05-20 15:39:41
1076,2023-05-20 14:33:17
1077,2023-05-20 12:46:12
1078,2023-05-20 11:11:27
1079,2023-05-20 10:46:15
1080,2023-05-20 10:45:38
1081,2023-05-20 10:44:02
1082,2023-05-20 01:28:26
1083,2023-05-20 00:33:01
1084,2023-05-19 23:46:07
1085,2023-05-19 22:58:46
1086,2023-05-19 22:10:48
1087,2023-05-19 21:22:57
1088,2023-05-19 20:22:30
1089,2023-05-19 20:10:14
1090,2023-05-19 20:07:22
1091,2023-05-19 18:51:56
1092,2023-05-19 18:00:37
1093,2023-05-19 17:53:43
1094,2023-05-19 17:52:53
1095,2023-05-18 01:14:33
1096,2023-05-18 00:40:56
1097,2023-05-18 00:19:14
1098,2023-05-17 23:58:49
1099,2023-05-17 23:38:48
1100,2023-05-17 23:18:12
1101,2023-05-15 20:26:00
1102,2023-05-15 20:04:19
1103,2023-05-15 19:36:02
1104,2023-05-15 19:14:17
1105,2023-05-10 10:56:52
1106,2023-05-10 09:55:54
1107,2023-05-10 09:54:38
1108,2023-05-09 21:51:23
1109,2023-05-09 21:39:22
1110,2023-05-09 21:17:40
1111,2023-05-09 20:55:45
1112,2023-05-09 20:33:58
1113,2023-05-09 20:12:11
1114,2023-05-09 19:47:43
1115,2023-05-09 19:28:15
1116,2023-05-09 19:25:40
1117,2023-05-09 19:22:38
1118,2023-05-09 11:23:50
1119,2023-05-09 10:31:21
1120,2023-05-09 10:30:12
1121,2023-05-08 23:01:52
1122,2023-05-08 22:40:17
1123,2023-05-08 22:18:42
1124,2023-05-08 21:56:33
1125,2023-05-08 21:34:57
1126,2023-05-08 21:13:22
1127,2023-05-08 21:07:09
1128,2023-05-08 20:59:23
1129,2023-05-08 20:37:49
1130,2023-05-08 20:16:15
1131,2023-05-08 20:10:32
1132,2023-05-08 19:48:56
1133,2023-05-08 19:27:20
1134,2023-05-08 19:05:38
1135,2023-05-08 18:43:10
1136,2023-05-08 18:08:44
1137,2023-05-08 17:47:15
1138,2023-05-07 15:59:41
1139,2023-05-07 15:36:15
1140,2023-05-07 15:06:08
1141,2023-05-07 14:50:54
1142,2023-05-07 09:41:48
1143,2023-05-07 09:17:16
1144,2023-05-07 07:54:20
1145,2023-05-07 07:22:42
1146,2023-05-07 07:21:27
1147,2023-05-06 08:40:29
1148,2023-05-06 08:40:07
1149,2023-05-06 07:43:12
1150,2023-05-06 07:11:38
1151,2023-05-06 06:34:44
1152,2023-05-06 06:34:20
1153,2023-05-05 15:35:31
1154,2023-05-05 15:04:36
1155,2023-05-05 14:28:18
1156,2023-05-05 14:07:14
1157,2023-05-04 19:49:18
1158,2023-05-04 19:36:28
1159,2023-05-04 15:44:32
1160,2023-05-04 14:53:50
1161,2023-05-04 14:15:07
1162,2023-05-04 13:38:52
1163,2023-05-04 12:59:23
1164,2023-05-04 12:58:13
1165,2023-05-04 04:58:21
1166,2023-05-03 22:58:04
1167,2023-05-03 22:38:08
1168,2023-05-03 22:18:07
1169,2023-05-03 21:58:28
1170,2023-05-03 21:36:42
1171,2023-05-03 21:17:19
1172,2023-05-03 20:58:00
1173,2023-05-03 20:38:38
1174,2023-05-03 20:18:46
1175,2023-05-03 19:57:47
1176,2023-05-03 19:48:38
1177,2023-05-02 23:39:36
1178,2023-05-02 23:05:58
1179,2023-05-02 22:30:01
1180,2023-05-02 21:57:25
1181,2023-05-02 21:17:50
1182,2023-05-02 20:43:44
1183,2023-05-02 20:09:55
1184,2023-05-02 19:34:41
1185,2023-05-02 19:06:28
1186,2023-05-02 18:16:36
1187,2023-05-02 17:21:13
1188,2023-05-02 17:20:38
1189,2023-05-02 00:55:13
1190,2023-05-02 00:16:15
1191,2023-05-01 23:38:20
1192,2023-05-01 22:57:25
1193,2023-05-01 22:48:04
1194,2023-05-01 12:33:31
1195,2023-05-01 11:30:40
1196,2023-05-01 06:52:46
1197,2023-04-30 21:57:52
1198,2023-04-30 21:38:13
1199,2023-04-30 21:17:04
1200,2023-04-30 20:52:54
1201,2023-04-29 17:26:40
1202,2023-04-29 16:34:51
1203,2023-04-28 13:46:51
1204,2023-04-28 13:03:10
1205,2023-04-28 12:01:04
1206,2023-04-28 11:12:13
1207,2023-04-28 02:27:50
1208,2023-04-28 02:07:03
1209,2023-04-28 01:47:30
1210,2023-04-28 01:26:41
1211,2023-04-28 01:07:26
1212,2023-04-28 00:47:14
1213,2023-04-27 23:57:17
1214,2023-04-27 23:36:28
1215,2023-04-27 23:16:15
1216,2023-04-27 22:53:58
1217,2023-04-27 22:30:58
1218,2023-04-27 22:07:53
1219,2023-04-27 21:48:35
1220,2023-04-26 21:09:42
1221,2023-04-26 20:47:31
1222,2023-04-26 20:25:53
1223,2023-04-26 20:04:16
1224,2023-04-26 19:42:29
1225,2023-04-26 19:16:42
1226,2023-04-26 18:54:08
1227,2023-04-26 18:29:59
1228,2023-04-26 18:06:27
1229,2023-04-26 11:14:12
1230,2023-04-26 10:42:50
1231,2023-04-26 09:59:12
1232,2023-04-25 19:50:18
1233,2023-04-25 19:16:06
1234,2023-04-25 18:28:05
1235,2023-04-25 18:05:07
1236,2023-04-25 12:08:11
1237,2023-04-25 04:17:56
1238,2023-04-24 20:49:06
1239,2023-04-24 20:28:57
1240,2023-04-24 20:09:18
1241,2023-04-24 10:05:14
1242,2023-04-23 23:00:11
1243,2023-04-23 22:10:42
1244,2023-04-23 09:36:25
1245,2023-04-23 09:13:25
1246,2023-04-23 08:33:22
1247,2023-04-23 07:54:34
1248,2023-04-23 07:12:37
1249,2023-04-23 06:27:50
1250,2023-04-23 05:29:19
1251,2023-04-23 04:44:14
1252,2023-04-23 04:11:38
1253,2023-04-23 03:33:16
1254,2023-04-23 03:31:18
1255,2023-04-22 23:37:03
1256,2023-04-22 23:16:14
1257,2023-04-22 22:57:06
1258,2023-04-22 22:36:00
1259,2023-04-22 22:15:08
1260,2023-04-22 21:54:56
1261,2023-04-22 21:33:37
1262,2023-04-22 21:31:10
1263,2023-04-22 21:09:45
1264,2023-04-22 20:49:18
1265,2023-04-22 20:28:40
1266,2023-04-22 20:07:09
1267,2023-04-22 19:47:24
1268,2023-04-22 19:28:09
1269,2023-04-22 19:08:36
1270,2023-04-22 18:59:20
1271,2023-04-21 13:42:36
1272,2023-04-21 13:03:14
1273,2023-04-21 12:15:59
1274,2023-04-19 22:00:55
1275,2023-04-19 21:46:51
1276,2023-04-19 21:44:10
1277,2023-04-19 21:27:31
1278,2023-04-19 16:14:17
1279,2023-04-19 15:28:38
1280,2023-04-19 14:44:23
1281,2023-04-19 13:57:03
1282,2023-04-19 13:02:40
1283,2023-04-19 13:02:27
1284,2023-04-18 23:51:58
1285,2023-04-18 23:40:49
1286,2023-04-18 23:20:51
1287,2023-04-18 22:59:52
1288,2023-04-18 22:39:01
1289,2023-04-18 22:18:46
1290,2023-04-18 21:57:37
1291,2023-04-18 21:36:27
1292,2023-04-18 21:15:08
1293,2023-04-18 20:53:20
1294,2023-04-18 20:33:25
1295,2023-04-18 20:11:56
1296,2023-04-18 08:40:54
1297,2023-04-18 08:05:33
1298,2023-04-18 07:18:53
1299,2023-04-18 06:16:08
1300,2023-04-18 06:14:46
1301,2023-04-18 06:12:33
1302,2023-04-17 16:44:24
1303,2023-04-17 10:43:06
1304,2023-04-17 09:55:15
1305,2023-04-17 03:01:44
1306,2023-04-17 02:40:12
1307,2023-04-17 02:19:25
1308,2023-04-17 01:59:22
1309,2023-04-17 01:38:00
1310,2023-04-17 01:16:15
1311,2023-04-17 00:57:00
1312,2023-04-17 00:35:12
1313,2023-04-17 00:14:56
1314,2023-04-16 23:54:03
1315,2023-04-16 23:32:29
1316,2023-04-16 23:10:39
1317,2023-04-16 22:49:50
1318,2023-04-16 22:29:22
1319,2023-04-16 22:07:59
1320,2023-04-16 21:46:59
1321,2023-04-16 21:26:55
1322,2023-04-16 21:06:14
1323,2023-04-16 20:44:41
1324,2023-04-16 20:22:48
1325,2023-04-14 20:10:32
1326,2023-04-14 18:40:39
1327,2023-04-14 18:38:52
1328,2023-04-14 18:05:57
1329,2023-04-14 17:37:11
1330,2023-04-14 17:07:10
1331,2023-04-14 16:24:14
1332,2023-04-14 15:46:17
1333,2023-04-14 15:11:39
1334,2023-04-14 14:33:11
1335,2023-04-14 14:17:33
1336,2023-04-14 05:04:43
1337,2023-04-14 03:33:33
1338,2023-04-14 03:13:37
1339,2023-04-14 02:53:16
1340,2023-04-14 02:32:59
1341,2023-04-14 02:13:49
1342,2023-04-14 01:53:30
1343,2023-04-14 01:31:50
1344,2023-04-14 01:11:45
1345,2023-04-14 00:51:47
1346,2023-04-14 00:30:13
1347,2023-04-14 00:10:49
1348,2023-04-13 23:50:21
1349,2023-04-13 23:29:58
1350,2023-04-13 23:10:36
1351,2023-04-13 22:49:46
1352,2023-04-13 22:29:05
1353,2023-04-13 22:08:02
1354,2023-04-13 21:48:36
1355,2023-04-13 21:29:20
1356,2023-04-13 21:10:04
1357,2023-04-13 20:50:50
1358,2023-04-13 20:07:12
1359,2023-04-13 19:22:17
1360,2023-04-13 18:45:28
1361,2023-04-13 18:24:49
1362,2023-04-13 17:53:52
1363,2023-04-13 13:46:27
1364,2023-04-13 12:46:47
1365,2023-04-13 12:10:03
1366,2023-04-13 11:30:56
1367,2023-04-12 15:57:51
1368,2023-04-12 15:05:06
1369,2023-04-12 14:26:57
1370,2023-04-12 13:42:17
1371,2023-04-12 10:53:15
1372,2023-04-12 10:00:02
1373,2023-04-08 23:27:31
1374,2023-04-08 23:10:34
1375,2023-04-08 22:51:14
1376,2023-04-08 22:30:39
1377,2023-04-08 22:09:26
1378,2023-04-08 21:48:45
1379,2023-04-08 21:35:10
1380,2023-04-08 21:28:20
1381,2023-04-08 09:01:55
1382,2023-04-08 08:01:57
1383,2023-04-08 07:43:12
1384,2023-04-08 07:39:29
1385,2023-04-07 20:28:54
1386,2023-04-07 19:22:10
1387,2023-04-01 20:32:02
1388,2023-04-01 19:59:09
1389,2023-04-01 19:52:32
1390,2023-04-01 19:21:36
1391,2023-04-01 10:55:17
1392,2023-04-01 10:46:10
1393,2023-04-01 08:56:27
1394,2023-04-01 08:09:05
1395,2023-04-01 07:27:54
1396,2023-03-31 21:02:46
1397,2023-03-31 20:42:18
1398,2023-03-31 20:23:30
1399,2023-03-31 20:02:04
1400,2023-03-31 19:42:26
1401,2023-03-31 19:19:27
1402,2023-03-31 18:44:26
1403,2023-03-31 18:33:59
1404,2023-03-31 18:28:26
1405,2023-03-30 21:42:16
1406,2023-03-30 21:00:51
1407,2023-03-30 20:18:44
1408,2023-03-30 19:31:32
1409,2023-03-30 18:41:58
1410,2023-03-30 17:59:56
1411,2023-03-30 17:02:38
1412,2023-03-30 16:46:03
1413,2023-03-30 16:11:40
1414,2023-03-30 15:26:41
1415,2023-03-30 14:45:07
1416,2023-03-30 14:03:05
1417,2023-03-30 13:20:39
1418,2023-03-30 12:23:29
1419,2023-03-30 05:37:29
1420,2023-03-30 05:17:06
1421,2023-03-30 04:55:03
1422,2023-03-30 04:35:24
1423,2023-03-30 04:16:25
1424,2023-03-30 03:55:52
1425,2023-03-30 03:44:44
1426,2023-03-30 03:42:23
1427,2023-03-29 23:40:11
1428,2023-03-29 23:20:53
1429,2023-03-29 22:59:46
1430,2023-03-29 22:39:10
1431,2023-03-29 22:17:29
1432,2023-03-29 21:56:46
1433,2023-03-29 21:37:04
1434,2023-03-29 21:17:46
1435,2023-03-29 20:57:47
1436,2023-03-29 20:37:50
1437,2023-03-29 20:17:12
1438,2023-03-29 19:57:55
1439,2023-03-29 19:40:25
1440,2023-03-29 19:38:31
1441,2023-03-29 13:08:31
1442,2023-03-29 12:19:45
1443,2023-03-27 13:52:24
1444,2023-03-27 13:32:34
1445,2023-03-27 13:13:07
1446,2023-03-27 12:55:26
1447,2023-03-27 12:35:16
1448,2023-03-27 12:15:46
1449,2023-03-27 11:57:04
1450,2023-03-27 11:36:12
1451,2023-03-27 11:34:37
1452,2023-03-27 03:01:03
1453,2023-03-27 02:41:52
1454,2023-03-27 02:21:23
1455,2023-03-27 02:00:17
1456,2023-03-27 01:39:32
1457,2023-03-27 01:18:24
1458,2023-03-27 00:57:55
1459,2023-03-27 00:39:01
1460,2023-03-27 00:18:00
1461,2023-03-26 23:58:34
1462,2023-03-26 23:37:14
1463,2023-03-26 23:16:49
1464,2023-03-26 22:57:03
1465,2023-03-26 22:35:31
1466,2023-03-26 22:16:36
1467,2023-03-26 21:57:40
1468,2023-03-26 21:38:05
1469,2023-03-26 21:16:54
1470,2023-03-26 20:57:31
1471,2023-03-26 20:36:45
1472,2023-03-26 20:16:29
1473,2023-03-26 19:55:03
1474,2023-03-26 19:33:08
1475,2023-03-26 19:11:02
1476,2023-03-26 18:35:50
1477,2023-03-26 18:16:01
1478,2023-03-26 18:08:42
1479,2023-03-26 18:07:38
1480,2023-03-26 11:24:17
1481,2023-03-26 11:04:08
1482,2023-03-26 10:45:27
1483,2023-03-26 10:25:34
1484,2023-03-26 10:06:02
1485,2023-03-26 09:47:44
1486,2023-03-26 09:32:59
1487,2023-03-26 00:22:40
1488,2023-03-26 00:00:40
1489,2023-03-25 23:42:04
1490,2023-03-25 23:20:46
1491,2023-03-25 23:00:01
1492,2023-03-25 22:40:06
1493,2023-03-25 22:20:29
1494,2023-03-25 22:01:38
1495,2023-03-25 21:40:17
1496,2023-03-25 21:21:39
1497,2023-03-25 21:01:34
1498,2023-03-25 20:35:36
1499,2023-03-25 20:14:50
1500,2023-03-25 20:12:07
1501,2023-03-25 12:52:09
1502,2023-03-25 11:06:59
1503,2023-03-25 10:00:55
1504,2023-03-25 09:09:55
1505,2023-03-25 08:57:30
1506,2023-03-25 07:59:13
1507,2023-03-25 06:54:34
1508,2023-03-25 06:53:41
1509,2023-03-25 05:23:24
1510,2023-03-24 20:44:41
1511,2023-03-24 20:22:48
1512,2022-11-04 15:25:00
1513,2022-10-18 23:26:34
1514,2022-10-18 23:07:34
1515,2022-10-16 08:57:05
1516,2022-10-01 11:39:10
1517,2022-10-01 11:29:14
1518,2022-09-30 21:01:52
1519,2022-09-28 22:14:06
1520,2022-09-28 22:02:14
1521,2022-09-24 20:17:30
1522,2022-09-24 19:55:17
1523,2022-09-24 19:33:44
1524,2022-09-24 19:12:20
1525,2022-09-24 19:12:13
1526,2022-09-24 08:27:57
1527,2022-09-23 21:08:35
1528,2022-09-23 20:46:59
1529,2022-09-23 20:26:50
1530,2022-09-22 22:55:48
1531,2022-09-22 22:33:35
1532,2022-09-22 22:11:59
1533,2022-09-22 21:54:55
1534,2022-09-22 19:48:39
1535,2022-09-22 19:10:26
1536,2022-09-22 18:40:33
1537,2022-09-22 18:39:26
1538,2022-09-21 19:36:41
1539,2022-09-21 19:11:26
1540,2022-09-21 18:49:47
1541,2022-09-21 18:48:40
1542,2022-09-21 17:07:57
1543,2022-09-20 21:51:30
1544,2022-09-20 21:43:32
1545,2022-09-20 21:13:50
1546,2022-09-20 20:53:47
1547,2022-09-20 20:00:58
1548,2022-09-20 19:38:01
1549,2022-09-20 19:16:53
1550,2022-09-20 06:43:49
1551,2022-09-20 06:22:30
1552,2022-09-20 06:01:19
1553,2022-09-20 05:39:17
1554,2022-09-20 05:38:57
1555,2022-09-20 05:38:31
1556,2022-09-20 05:38:07
1557,2022-09-20 05:36:57
1558,2022-09-20 05:35:31
1559,2022-09-19 19:45:42
1560,2022-09-19 19:24:20
1561,2022-09-19 19:02:56
1562,2022-09-19 18:35:19
1563,2022-09-19 18:20:04
1564,2022-09-19 17:58:49
1565,2022-09-19 08:42:07
1566,2022-09-19 08:20:48
1567,2022-09-19 07:58:56
1568,2022-09-19 07:58:36
1569,2022-09-18 19:00:12
1570,2022-09-18 18:38:35
1571,2022-09-18 18:25:09
1572,2022-09-18 07:34:43
1573,2022-09-18 07:13:09
1574,2022-09-18 06:53:51
1575,2022-09-18 06:52:40
1576,2022-09-18 06:32:00
1577,2022-09-17 18:48:07
1578,2022-09-17 18:26:35
1579,2022-09-17 18:04:58
1580,2022-09-17 17:28:19
1581,2022-09-17 17:07:01
1582,2022-09-17 16:59:24
1583,2022-09-17 16:59:08
1584,2022-09-17 15:24:33
1585,2022-09-17 15:06:43
1586,2022-09-17 12:11:07
1587,2022-09-17 11:21:36
1588,2022-09-17 11:21:10
1589,2022-09-14 19:51:17
1590,2022-09-14 19:50:46
1591,2022-08-28 08:03:01
1592,2022-08-28 07:12:58
1593,2022-08-25 09:26:35
1594,2022-08-23 18:30:34
1595,2022-08-23 09:06:51
1596,2022-08-23 08:51:48
1597,2022-08-23 08:49:57
1598,2022-08-23 08:37:44
1599,2022-08-22 18:24:28
1600,2022-08-22 18:24:22
1601,2022-08-22 18:18:38
1602,2022-08-22 18:18:13
1603,2022-08-22 12:16:32
1604,2022-08-22 12:09:11
1605,2022-08-18 18:10:43
1606,2022-08-18 14:20:45
1607,2022-08-18 13:20:52
1608,2022-08-18 13:08:52
1609,2022-08-17 12:31:06
1610,2022-08-17 12:20:47
1611,2022-08-16 16:57:07
1612,2022-08-15 19:37:05
1613,2022-08-15 18:28:06
1614,2022-08-14 08:45:21
1615,2022-08-14 08:45:11
1616,2022-08-10 17:54:47
1617,2022-08-10 17:25:15
1618,2022-08-10 17:25:05
1619,2022-08-09 19:22:36
1620,2022-08-09 18:46:44
1621,2022-08-08 00:19:37
1622,2022-08-07 10:21:20
1623,2022-08-07 10:16:34
1624,2022-08-06 20:15:17
1625,2022-08-06 19:54:43
1626,2022-08-06 19:34:13
1627,2022-08-06 19:16:22
1628,2022-08-05 19:54:04
1629,2022-08-02 20:44:34
1630,2022-08-02 20:24:00
1631,2022-08-02 20:03:25
1632,2022-08-02 19:44:43
1633,2022-08-02 19:24:39
1634,2022-08-02 16:54:14
1635,2022-08-02 16:53:31
1636,2022-08-01 19:34:17
1637,2022-08-01 19:13:14
1638,2022-08-01 18:28:25
1639,2022-08-01 17:54:05
1640,2022-08-01 17:53:34
1641,2022-08-01 17:53:27
1642,2022-08-01 11:49:10
1643,2022-08-01 11:29:04
1644,2022-08-01 11:09:08
1645,2022-08-01 11:07:32
1646,2022-08-01 11:07:12
1647,2022-08-01 11:06:46
1648,2022-08-01 11:05:14
1649,2022-08-01 08:31:20
1650,2022-08-01 06:39:23
1651,2022-08-01 04:09:19
1652,2022-07-31 17:03:08
1653,2022-07-31 07:41:35
1654,2022-07-31 07:12:47
1655,2022-07-31 06:57:26
1656,2022-07-31 06:57:19
1657,2022-07-30 19:59:34
1658,2022-07-30 19:59:26
1659,2022-07-30 19:59:16
1660,2022-07-30 19:39:58
1661,2022-07-30 19:39:26
1662,2022-07-30 19:18:15
1663,2022-07-30 19:18:04
1664,2022-07-29 19:24:18
1665,2022-07-29 19:04:01
1666,2022-07-29 19:02:55
1667,2022-07-29 18:40:13
1668,2022-07-29 18:08:48
1669,2022-07-29 17:46:02
1670,2022-07-29 17:38:55
1671,2022-07-29 17:37:27
1672,2022-07-28 19:19:41
1673,2022-07-28 18:58:46
1674,2022-07-28 18:37:38
1675,2022-07-28 18:37:34
1676,2022-07-28 18:33:29
1677,2022-07-28 16:35:15
1678,2022-07-28 13:36:59
1679,2022-07-28 13:03:31
1680,2022-07-28 12:40:20
1681,2022-07-28 11:55:54
1682,2022-07-28 11:54:29
1683,2022-07-27 18:58:18
1684,2022-07-27 18:57:18
1685,2022-07-27 18:55:46
1686,2022-07-27 18:30:38
1687,2022-07-27 18:30:33
1688,2022-07-27 18:20:14
1689,2022-07-27 17:59:04
1690,2022-07-27 17:58:59
1691,2022-07-27 17:27:52
1692,2022-07-27 17:02:41
1693,2022-07-27 17:02:23
1694,2022-07-26 19:28:39
1695,2022-07-26 19:07:32
1696,2022-07-26 18:46:25
1697,2022-07-26 18:39:50
1698,2022-07-25 18:08:50
1699,2022-07-24 18:21:37
1700,2022-07-24 17:56:40
1701,2022-07-24 15:57:21
1702,2022-07-24 14:28:40
1703,2022-07-24 14:26:57
1704,2022-07-24 14:23:06
1705,2022-07-24 08:07:52
1706,2022-07-24 07:43:37
1707,2022-07-24 07:22:17
1708,2022-07-24 07:19:31
1709,2022-07-23 20:06:29
1710,2022-07-23 19:45:19
1711,2022-07-23 19:24:14
1712,2022-07-23 19:03:24
1713,2022-07-23 18:37:07
1714,2022-07-23 18:37:01
1715,2022-07-23 18:36:46
1716,2022-07-23 07:52:30
1717,2022-07-22 18:36:17
1718,2022-07-22 18:35:51
1719,2022-07-22 18:10:15
1720,2022-07-22 17:49:24
1721,2022-07-22 17:48:10
1722,2022-07-22 17:45:16
1723,2022-07-22 17:45:10
1724,2022-07-22 12:13:29
1725,2022-07-22 12:08:36
1726,2022-07-22 12:08:30
1727,2022-07-22 10:10:09
1728,2022-07-22 08:54:28
1729,2022-07-22 08:35:20
1730,2022-07-22 08:35:09
1731,2022-07-22 08:25:25
1732,2022-07-22 07:20:01
1733,2022-07-22 07:11:06
1734,2022-07-20 18:55:36
1735,2022-07-20 18:51:50
1736,2022-07-20 18:51:24
1737,2022-07-20 08:41:52
1738,2022-07-20 07:38:08
1739,2022-07-19 19:40:02
1740,2022-07-18 20:17:59
1741,2022-07-18 19:29:48
1742,2022-07-18 18:56:58
1743,2022-07-14 21:52:34
1744,2022-07-14 20:09:46
1745,2022-07-14 19:48:20
1746,2022-07-14 19:26:02
1747,2022-07-14 19:19:58
1748,2022-07-14 17:52:30
1749,2022-07-14 14:12:22
1750,2022-07-14 13:50:28
1751,2022-07-14 13:28:49
1752,2022-07-14 13:01:05
1753,2022-07-14 12:40:13
1754,2022-07-14 08:37:47
1755,2022-07-14 08:16:20
1756,2022-07-14 07:55:16
1757,2022-07-14 07:32:56
1758,2022-07-13 19:25:46
1759,2022-07-13 19:04:13
1760,2022-07-13 18:42:32
1761,2022-07-13 18:20:35
1762,2022-07-13 18:09:09
1763,2022-07-13 16:05:25
1764,2022-07-13 16:05:19
1765,2022-07-13 15:50:12
1766,2022-07-12 19:30:58
1767,2022-07-12 19:30:43
1768,2022-07-12 12:30:20
1769,2022-07-12 11:55:05
1770,2022-07-12 11:41:30
1771,2022-07-08 21:53:36
1772,2022-07-07 18:58:52
1773,2022-07-07 18:45:16
1774,2022-07-07 17:20:51
1775,2022-07-07 14:50:57
1776,2022-07-07 14:15:22
1777,2022-07-07 13:39:23
1778,2022-07-07 12:42:02
1779,2022-07-07 12:41:18
1780,2022-07-07 11:50:49
1781,2022-07-07 11:50:15
1782,2022-07-07 06:22:40
1783,2022-07-07 06:22:17
1784,2022-07-06 19:05:58
1785,2022-07-06 18:37:31
1786,2022-07-06 18:16:47
1787,2022-07-06 18:16:39
1788,2022-07-06 18:16:19
1789,2022-07-06 18:15:54
1790,2022-07-06 17:56:58
1791,2022-07-06 17:27:46
1792,2022-07-06 17:22:19
1793,2022-07-06 17:01:04
1794,2022-07-06 17:00:41
1795,2022-07-05 22:03:49
1796,2022-07-05 21:42:58
1797,2022-07-05 21:30:41
1798,2022-07-05 19:34:48
1799,2022-07-05 19:29:45
1800,2022-07-05 14:25:33
1801,2022-07-05 14:23:51
1802,2022-07-05 13:37:04
1803,2022-07-04 20:23:02
1804,2022-07-04 20:01:49
1805,2022-07-04 19:40:34
1806,2022-07-04 19:37:10
1807,2022-07-04 04:56:04
1808,2022-07-04 04:50:06
1809,2022-07-03 19:41:59
